_id,time,latitude,longitude,accuracy
ObjectId("5d2559808e1804c8891f7af1"),1562728831910,14.6491086,121.0686179,818
ObjectId("5d2559818e1804c8891f7af3"),1562728831375,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559818e1804c8891f7af5"),1562728832934,14.6491086,121.0686179,818
ObjectId("5d2559828e1804c8891f7af7"),1562728832297,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559828e1804c8891f7af9"),1562728833912,14.6491086,121.0686179,818
ObjectId("5d2559838e1804c8891f7afb"),1562728833674,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559838e1804c8891f7afd"),1562728834922,14.6491086,121.0686179,818
ObjectId("5d2559848e1804c8891f7aff"),1562728834619,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559848e1804c8891f7b01"),1562728835929,14.6491086,121.0686179,818
ObjectId("5d2559858e1804c8891f7b03"),1562728835588,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559858e1804c8891f7b05"),1562728836930,14.6491086,121.0686179,818
ObjectId("5d2559868e1804c8891f7b07"),1562728836583,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559868e1804c8891f7b09"),1562728837931,14.6491086,121.0686179,818
ObjectId("5d2559878e1804c8891f7b0b"),1562728837671,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559878e1804c8891f7b0d"),1562728838936,14.6491086,121.0686179,818
ObjectId("5d2559888e1804c8891f7b0f"),1562728838682,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559888e1804c8891f7b11"),1562728839940,14.6491086,121.0686179,818
ObjectId("5d2559898e1804c8891f7b13"),1562728839738,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559898e1804c8891f7b15"),1562728840949,14.6491086,121.0686179,818
ObjectId("5d25598a8e1804c8891f7b17"),1562728840739,14.635835,121.0734383,11.199999809265137
ObjectId("5d25598a8e1804c8891f7b19"),1562728841946,14.6491086,121.0686179,818
ObjectId("5d25598b8e1804c8891f7b1b"),1562728842952,14.6494431,121.0683124,818
ObjectId("5d25598c8e1804c8891f7b1d"),1562728841820,14.635835,121.0734383,11.199999809265137
ObjectId("5d25598c8e1804c8891f7b1f"),1562728843960,14.6494431,121.0683124,818
ObjectId("5d25598c8e1804c8891f7b21"),1562728842816,14.635835,121.0734383,11.199999809265137
ObjectId("5d25598d8e1804c8891f7b23"),1562728844952,14.6497777,121.0680069,818
ObjectId("5d25598d8e1804c8891f7b25"),1562728843842,14.635835,121.0734383,11.199999809265137
ObjectId("5d25598e8e1804c8891f7b27"),1562728845960,14.6501123,121.0677014,818
ObjectId("5d25598f8e1804c8891f7b29"),1562728844855,14.635835,121.0734383,11.199999809265137
ObjectId("5d25598f8e1804c8891f7b2b"),1562728846961,14.6501123,121.0677014,818
ObjectId("5d2559908e1804c8891f7b2d"),1562728845916,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559908e1804c8891f7b2f"),1562728847968,14.6501123,121.0677014,818
ObjectId("5d2559918e1804c8891f7b31"),1562728846932,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559918e1804c8891f7b33"),1562728848960,14.6501123,121.0677014,818
ObjectId("5d2559928e1804c8891f7b35"),1562728847977,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559928e1804c8891f7b37"),1562728849969,14.6501123,121.0677014,818
ObjectId("5d2559938e1804c8891f7b39"),1562728848988,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559938e1804c8891f7b3b"),1562728850974,14.6501123,121.0677014,818
ObjectId("5d2559948e1804c8891f7b3d"),1562728849994,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559948e1804c8891f7b3f"),1562728851974,14.6501123,121.0677014,818
ObjectId("5d2559958e1804c8891f7b41"),1562728851006,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559958e1804c8891f7b43"),1562728852984,14.6501123,121.0677014,818
ObjectId("5d2559968e1804c8891f7b45"),1562728851919,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559978e1804c8891f7b47"),1562728853985,14.6501123,121.0677014,818
ObjectId("5d2559978e1804c8891f7b49"),1562728852973,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559988e1804c8891f7b4b"),1562728854996,14.6501123,121.0677014,818
ObjectId("5d2559988e1804c8891f7b4d"),1562728853983,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559988e1804c8891f7b4f"),1562728855999,14.6501123,121.0677014,818
ObjectId("5d2559998e1804c8891f7b51"),1562728855004,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559998e1804c8891f7b53"),1562728856774,14.6501123,121.0677014,818
ObjectId("5d25599a8e1804c8891f7b55"),1562728856069,14.635835,121.0734383,11.199999809265137
ObjectId("5d25599a8e1804c8891f7b57"),1562728857780,14.6501092,121.0678557,818
ObjectId("5d25599b8e1804c8891f7b59"),1562728857095,14.635835,121.0734383,11.199999809265137
ObjectId("5d25599c8e1804c8891f7b5b"),1562728858772,14.6501061,121.06801,818
ObjectId("5d25599c8e1804c8891f7b5d"),1562728858107,14.635835,121.0734383,11.199999809265137
ObjectId("5d25599d8e1804c8891f7b5f"),1562728859775,14.650103,121.0681643,818
ObjectId("5d25599d8e1804c8891f7b61"),1562728859125,14.635835,121.0734383,11.199999809265137
ObjectId("5d25599e8e1804c8891f7b63"),1562728860783,14.650103,121.0681643,818
ObjectId("5d25599f8e1804c8891f7b65"),1562728861777,14.650103,121.0681643,818
ObjectId("5d2559a08e1804c8891f7b67"),1562728862786,14.650103,121.0681643,818
ObjectId("5d2559a18e1804c8891f7b69"),1562728863793,14.650103,121.0681643,818
ObjectId("5d2559a28e1804c8891f7b6b"),1562728864797,14.650103,121.0681643,818
ObjectId("5d2559a48e1804c8891f7b6d"),1562728865803,14.650103,121.0681643,818
ObjectId("5d2559a48e1804c8891f7b6f"),1562728866800,14.650103,121.0681643,818
ObjectId("5d2559a58e1804c8891f7b71"),1562728867800,14.650103,121.0681643,818
ObjectId("5d2559a68e1804c8891f7b73"),1562728868797,14.6492349,121.0672945,818
ObjectId("5d2559a78e1804c8891f7b75"),1562728869811,14.650103,121.0681643,818
ObjectId("5d2559a88e1804c8891f7b77"),1562728870809,14.6502418,121.069409,779
ObjectId("5d2559a98e1804c8891f7b79"),1562728871822,14.6503807,121.0706537,779
ObjectId("5d2559aa8e1804c8891f7b7b"),1562728872833,14.6503807,121.0706537,779
ObjectId("5d2559ab8e1804c8891f7b7d"),1562728873822,14.6503807,121.0706537,779
ObjectId("5d2559ab8e1804c8891f7b7f"),1562728872399,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ab8e1804c8891f7b81"),1562728872451,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ab8e1804c8891f7b83"),1562728872473,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ab8e1804c8891f7b85"),1562728872494,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ab8e1804c8891f7b87"),1562728872512,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ab8e1804c8891f7b89"),1562728873277,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ac8e1804c8891f7b8b"),1562728874824,14.6503807,121.0706537,779
ObjectId("5d2559ac8e1804c8891f7b8d"),1562728874234,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ad8e1804c8891f7b8f"),1562728875829,14.6503807,121.0706537,779
ObjectId("5d2559ad8e1804c8891f7b91"),1562728875235,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ae8e1804c8891f7b93"),1562728876825,14.6503807,121.0706537,779
ObjectId("5d2559ae8e1804c8891f7b95"),1562728876289,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559af8e1804c8891f7b97"),1562728877833,14.6503807,121.0706537,779
ObjectId("5d2559af8e1804c8891f7b99"),1562728877296,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b08e1804c8891f7b9b"),1562728878837,14.6503807,121.0706537,779
ObjectId("5d2559b08e1804c8891f7b9d"),1562728878381,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b18e1804c8891f7b9f"),1562728879832,14.6503807,121.0706537,779
ObjectId("5d2559b18e1804c8891f7ba1"),1562728879361,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b28e1804c8891f7ba3"),1562728880834,14.6503807,121.0706537,779
ObjectId("5d2559b28e1804c8891f7ba5"),1562728880439,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b38e1804c8891f7ba7"),1562728881845,14.6503807,121.0706537,779
ObjectId("5d2559b38e1804c8891f7ba9"),1562728881362,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b48e1804c8891f7bab"),1562728882836,14.6502418,121.069409,779
ObjectId("5d2559b48e1804c8891f7bad"),1562728882400,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b58e1804c8891f7baf"),1562728883843,14.650103,121.0681643,818
ObjectId("5d2559b58e1804c8891f7bb1"),1562728883420,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b68e1804c8891f7bb3"),1562728884856,14.650103,121.0681643,818
ObjectId("5d2559b68e1804c8891f7bb5"),1562728884395,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559b78e1804c8891f7bb7"),1562728885851,14.650103,121.0681643,818
ObjectId("5d2559b88e1804c8891f7bb9"),1562728886846,14.650103,121.0681643,818
ObjectId("5d2559b98e1804c8891f7bbb"),1562728887849,14.650103,121.0681643,818
ObjectId("5d2559ba8e1804c8891f7bbd"),1562728888849,14.650103,121.0681643,818
ObjectId("5d2559ba8e1804c8891f7bbf"),1562728889803,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559bb8e1804c8891f7bc1"),1562728889858,14.650103,121.0681643,818
ObjectId("5d2559bb8e1804c8891f7bc3"),1562728889874,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559bb8e1804c8891f7bc5"),1562728889918,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559bc8e1804c8891f7bc7"),1562728890855,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559bc8e1804c8891f7bc9"),1562728890852,14.650103,121.0681643,818
ObjectId("5d2559bd8e1804c8891f7bcb"),1562728891825,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559bd8e1804c8891f7bcd"),1562728891857,14.650103,121.0681643,818
ObjectId("5d2559bd8e1804c8891f7bcf"),1562728892810,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559be8e1804c8891f7bd1"),1562728892877,14.650103,121.0681643,818
ObjectId("5d2559c28e1804c8891f7bd3"),1562728893873,14.6492349,121.0672945,818
ObjectId("5d2559c28e1804c8891f7bd5"),1562728894828,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559c28e1804c8891f7bd7"),1562728893807,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559c28e1804c8891f7bd9"),1562728895837,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559c28e1804c8891f7bdb"),1562728895868,14.6485838,121.0666421,818
ObjectId("5d2559c28e1804c8891f7bdd"),1562728894880,14.6492349,121.0672945,818
ObjectId("5d2559c38e1804c8891f7bdf"),1562728896883,14.6485838,121.0666421,818
ObjectId("5d2559c38e1804c8891f7be1"),1562728897882,14.6501617,121.0702423,726
ObjectId("5d2559c48e1804c8891f7be3"),1562728898888,14.6501617,121.0702423,726
ObjectId("5d2559c58e1804c8891f7be5"),1562728899883,14.6492741,121.0686797,726
ObjectId("5d2559c68e1804c8891f7be7"),1562728900885,14.6501617,121.0702423,726
ObjectId("5d2559c78e1804c8891f7be9"),1562728901890,14.6501617,121.0702423,726
ObjectId("5d2559c88e1804c8891f7beb"),1562728902890,14.6492741,121.0686797,726
ObjectId("5d2559c98e1804c8891f7bed"),1562728903907,14.6501617,121.0702423,726
ObjectId("5d2559ca8e1804c8891f7bef"),1562728904908,14.6501617,121.0702423,726
ObjectId("5d2559cb8e1804c8891f7bf1"),1562728905896,14.6501617,121.0702423,726
ObjectId("5d2559cc8e1804c8891f7bf3"),1562728906909,14.6501617,121.0702423,726
ObjectId("5d2559cc8e1804c8891f7bf5"),1562728907317,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cc8e1804c8891f7bf7"),1562728907393,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cc8e1804c8891f7bf9"),1562728907444,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cc8e1804c8891f7bfb"),1562728907505,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cc8e1804c8891f7bfd"),1562728907559,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cd8e1804c8891f7bff"),1562728907598,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559cd8e1804c8891f7c01"),1562728907910,14.6501617,121.0702423,726
ObjectId("5d2559cd8e1804c8891f7c03"),1562728908184,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ce8e1804c8891f7c05"),1562728908903,14.6501617,121.0702423,726
ObjectId("5d2559e08e1804c8891f7c07"),1562728912198,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c09"),1562728913299,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c0b"),1562728914220,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c0d"),1562728915311,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c0f"),1562728916257,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c11"),1562728911863,14.6501617,121.0702423,726
ObjectId("5d2559e08e1804c8891f7c13"),1562728913833,14.6494596,121.0691594,726
ObjectId("5d2559e08e1804c8891f7c15"),1562728912839,14.6498107,121.0697008,726
ObjectId("5d2559e08e1804c8891f7c17"),1562728914839,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c19"),1562728915857,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c1b"),1562728916851,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c1d"),1562728917231,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c1f"),1562728917856,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c21"),1562728918845,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c23"),1562728918307,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c25"),1562728919362,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c27"),1562728920382,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c29"),1562728921340,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c2b"),1562728922395,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c2d"),1562728919861,14.6491086,121.0686179,818
ObjectId("5d2559e08e1804c8891f7c2f"),1562728923351,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c31"),1562728920865,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c33"),1562728921860,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c35"),1562728922879,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c37"),1562728924363,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c39"),1562728926387,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c3b"),1562728925411,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c3d"),1562728910267,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c3f"),1562728923870,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c41"),1562728909306,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c43"),1562728924864,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c45"),1562728911225,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c47"),1562728926883,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c49"),1562728925882,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c4b"),1562728927320,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e08e1804c8891f7c4d"),1562728927883,14.649511,121.0693838,818
ObjectId("5d2559e08e1804c8891f7c4f"),1562728909915,14.6501617,121.0702423,726
ObjectId("5d2559e18e1804c8891f7c51"),1562728928883,14.649511,121.0693838,818
ObjectId("5d2559e18e1804c8891f7c53"),1562728928405,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e28e1804c8891f7c55"),1562728929895,14.649511,121.0693838,818
ObjectId("5d2559e28e1804c8891f7c57"),1562728929407,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e38e1804c8891f7c59"),1562728930884,14.649511,121.0693838,818
ObjectId("5d2559e38e1804c8891f7c5b"),1562728930411,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e48e1804c8891f7c5d"),1562728931904,14.649511,121.0693838,818
ObjectId("5d2559e48e1804c8891f7c5f"),1562728931414,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e58e1804c8891f7c61"),1562728932897,14.649511,121.0693838,818
ObjectId("5d2559e58e1804c8891f7c63"),1562728932361,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e68e1804c8891f7c65"),1562728933893,14.649511,121.0693838,818
ObjectId("5d2559e68e1804c8891f7c67"),1562728933380,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e78e1804c8891f7c69"),1562728934907,14.649511,121.0693838,818
ObjectId("5d2559e78e1804c8891f7c6b"),1562728934390,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e88e1804c8891f7c6d"),1562728935895,14.649511,121.0693838,818
ObjectId("5d2559e88e1804c8891f7c6f"),1562728935385,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559e98e1804c8891f7c71"),1562728936900,14.649511,121.0693838,818
ObjectId("5d2559e98e1804c8891f7c73"),1562728936376,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ea8e1804c8891f7c75"),1562728937918,14.6488403,121.0681074,818
ObjectId("5d2559ea8e1804c8891f7c77"),1562728937403,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559eb8e1804c8891f7c79"),1562728938909,14.6492474,121.0698626,779
ObjectId("5d2559eb8e1804c8891f7c7b"),1562728938397,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ec8e1804c8891f7c7d"),1562728939901,14.6493862,121.0711073,779
ObjectId("5d2559ec8e1804c8891f7c7f"),1562728939412,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ed8e1804c8891f7c81"),1562728940915,14.6493862,121.0711073,779
ObjectId("5d2559ed8e1804c8891f7c83"),1562728940402,14.635835,121.0734383,11.199999809265137
ObjectId("5d2559ee8e1804c8891f7c85"),1562728941914,14.6493862,121.0711073,779
ObjectId("5d2559ee8e1804c8891f7c87"),1562728941467,14.635835,121.0734383,11.199999809265137
