time,latitude,longitude,speed,heading,altitude,accuracy
1562896271342,14.65761897,121.06578349,7.400000095367432,275.20001220703125,111,3
1562896271374,14.65761897,121.06578349,7.400000095367432,275.20001220703125,111,3
1562896272346,14.6576241,121.06571411,7.289999961853027,272.20001220703125,111,3
1562896272365,14.6576241,121.06571411,7.289999961853027,272.20001220703125,111,3
1562896273342,14.65762519,121.06564697,7.460000038146973,269.1000061035156,110,3
1562896273369,14.65762519,121.06564697,7.460000038146973,269.1000061035156,110,3
1562896274340,14.65763215,121.06557681,7.5,270.79998779296875,110,3
1562896274361,14.65763215,121.06557681,7.5,270.79998779296875,110,3
1562896275345,14.65763281,121.06550743,7.440000057220459,271.6000061035156,109,3
1562896275373,14.65763281,121.06550743,7.440000057220459,271.6000061035156,109,3
1562896276342,14.6576367,121.06544163,7.539999961853027,270.70001220703125,109,3
1562896276371,14.6576367,121.06544163,7.539999961853027,270.70001220703125,109,3
1562896277343,14.65763744,121.06537164,6.949999809265137,271.70001220703125,109,3
1562896277369,14.65763744,121.06537164,6.949999809265137,271.70001220703125,109,3
1562896278351,14.65763543,121.06530878,6.710000038146973,272.1000061035156,109,3
1562896278374,14.65763543,121.06530878,6.710000038146973,272.1000061035156,109,3
1562896278763,14.65763543,121.06530878,6.710000038146973,272.1000061035156,109,3
1562896278778,14.65763543,121.06530878,6.710000038146973,272.1000061035156,109,3
1562896279350,14.65762508,121.06525349,6.070000171661377,265.1000061035156,108,3
1562896279376,14.65762508,121.06525349,6.070000171661377,265.1000061035156,108,3
1562896280341,14.65761858,121.06518371,7.099999904632568,266.79998779296875,108,3
1562896280365,14.65761858,121.06518371,7.099999904632568,266.79998779296875,108,3
1562896281342,14.65763201,121.06513612,5.690000057220459,281.70001220703125,109,9
1562896281359,14.65763201,121.06513612,5.690000057220459,281.70001220703125,109,9
1562896282351,14.65764355,121.06509996,4.699999809265137,278.1000061035156,109,10
1562896282373,14.65764355,121.06509996,4.699999809265137,278.1000061035156,109,10
1562896283277,14.65764861,121.06505878,4.599999904632568,277.29998779296875,112,10
1562896283295,14.65764861,121.06505878,4.599999904632568,277.29998779296875,112,10
1562896284426,14.65764212,121.06502152,4.139999866485596,269.3999938964844,112,9
1562896284446,14.65764212,121.06502152,4.139999866485596,269.3999938964844,112,9
1562896285354,14.65765574,121.06498962,4.019999980926514,277.6000061035156,111,9
1562896285376,14.65765574,121.06498962,4.019999980926514,277.6000061035156,111,9
1562896286344,14.65764897,121.06494016,3.8499999046325684,271.5,110,9
1562896286366,14.65764897,121.06494016,3.8499999046325684,271.5,110,9
1562896287340,14.65763978,121.0649071,3.359999895095825,265.79998779296875,110,9
1562896287357,14.65763978,121.0649071,3.359999895095825,265.79998779296875,110,9
1562896288391,14.65764304,121.06487037,3.6500000953674316,271.5,110,9
1562896288416,14.65764304,121.06487037,3.6500000953674316,271.5,110,9
1562896289444,14.65765136,121.06484723,2.9700000286102295,277.8999938964844,109,9
1562896289426,14.65765136,121.06484723,2.9700000286102295,277.8999938964844,109,9
1562896290405,14.65764372,121.06481164,3.3399999141693115,269.29998779296875,110,9
1562896290424,14.65764372,121.06481164,3.3399999141693115,269.29998779296875,110,9
1562896291394,14.65763927,121.06478114,4.079999923706055,268.8999938964844,111,9
1562896291419,14.65763927,121.06478114,4.079999923706055,268.8999938964844,111,9
1562896292349,14.65763392,121.0647493,3.759999990463257,271,111,9
1562896292364,14.65763392,121.0647493,3.759999990463257,271,111,9
1562896293352,14.65763218,121.06471199,4.110000133514404,269.6000061035156,112,9
1562896293379,14.65763218,121.06471199,4.110000133514404,269.6000061035156,112,9
1562896294347,14.65763119,121.06467775,3.6500000953674316,269.5,112,9
1562896294371,14.65763119,121.06467775,3.6500000953674316,269.5,112,9
1562896295347,14.65762919,121.06464497,3.640000104904175,268.70001220703125,112,9
1562896295371,14.65762919,121.06464497,3.640000104904175,268.70001220703125,112,9
1562896296350,14.65762786,121.06460775,4.400000095367432,270.70001220703125,112,9
1562896296368,14.65762786,121.06460775,4.400000095367432,270.70001220703125,112,9
1562896297345,14.65763101,121.06456456,4.889999866485596,274.5,112,9
1562896297364,14.65763101,121.06456456,4.889999866485596,274.5,112,9
1562896298371,14.65764308,121.06451243,5.369999885559082,278.3999938964844,112,10
1562896298394,14.65764308,121.06451243,5.369999885559082,278.3999938964844,112,10
1562896298918,14.65764308,121.06451243,5.369999885559082,278.3999938964844,112,10
1562896298940,14.65764308,121.06451243,5.369999885559082,278.3999938964844,112,10
1562896299345,14.65763942,121.06445316,6.179999828338623,279,112,9
1562896299357,14.65763942,121.06445316,6.179999828338623,279,112,9
1562896300345,14.65764604,121.06439191,6.369999885559082,277.79998779296875,112,10
1562896300364,14.65764604,121.06439191,6.369999885559082,277.79998779296875,112,10
1562896301346,14.65764387,121.06432729,6.090000152587891,280.3999938964844,112,9
1562896301373,14.65764387,121.06432729,6.090000152587891,280.3999938964844,112,9
1562896302388,14.65765256,121.06426943,6.179999828338623,276.1000061035156,112,9
1562896302404,14.65765256,121.06426943,6.179999828338623,276.1000061035156,112,9
1562896303374,14.65765006,121.0642029,6.239999771118164,276.79998779296875,112,9
1562896303394,14.65765006,121.0642029,6.239999771118164,276.79998779296875,112,9
1562896304378,14.65765789,121.06414761,6.179999828338623,277,113,9
1562896304400,14.65765789,121.06414761,6.179999828338623,277,113,9
1562896305375,14.65766735,121.06409323,6.159999847412109,275.8999938964844,112,9
1562896305410,14.65766735,121.06409323,6.159999847412109,275.8999938964844,112,9
1562896306376,14.65767232,121.0640312,6.090000152587891,273.79998779296875,112,9
1562896306401,14.65767232,121.0640312,6.090000152587891,273.79998779296875,112,9
1562896307344,14.65767114,121.06397889,5.559999942779541,277.20001220703125,110,9
1562896307369,14.65767114,121.06397889,5.559999942779541,277.20001220703125,110,9
1562896308377,14.65767035,121.06395063,4.739999771118164,277.29998779296875,111,9
1562896308406,14.65767035,121.06395063,4.739999771118164,277.29998779296875,111,9
1562896309347,14.65770205,121.06391065,4.039999961853027,303,110,9
1562896309374,14.65770205,121.06391065,4.039999961853027,303,110,9
1562896310379,14.65771282,121.06387539,3.7799999713897705,296.1000061035156,109,9
1562896310407,14.65771282,121.06387539,3.7799999713897705,296.1000061035156,109,9
1562896311348,14.65769935,121.06383126,3.700000047683716,278.20001220703125,107,9
1562896311374,14.65769935,121.06383126,3.700000047683716,278.20001220703125,107,9
1562896312399,14.65771097,121.06379993,3.680000066757202,283,106,10
1562896312416,14.65771097,121.06379993,3.680000066757202,283,106,10
1562896313345,14.65769775,121.06375345,3.8299999237060547,265.8999938964844,104,9
1562896313365,14.65769775,121.06375345,3.8299999237060547,265.8999938964844,104,9
1562896314392,14.65772818,121.0637375,3.559999942779541,291,104,9
1562896314376,14.65772818,121.0637375,3.559999942779541,291,104,9
1562896315387,14.65772118,121.06372586,1.9700000286102295,267.29998779296875,103,9
1562896315365,14.65772118,121.06372586,1.9700000286102295,267.29998779296875,103,9
1562896316338,14.65772251,121.06370657,1.9299999475479126,271.29998779296875,103,9
1562896316365,14.65772251,121.06370657,1.9299999475479126,271.29998779296875,103,9
1562896317372,14.65771744,121.06368975,1.3600000143051147,274.6000061035156,103,9
1562896317343,14.65771744,121.06368975,1.3600000143051147,274.6000061035156,103,9
1562896318359,14.65772102,121.06368109,1.2100000381469727,269.79998779296875,103,9
1562896318381,14.65772102,121.06368109,1.2100000381469727,269.79998779296875,103,9
1562896318806,14.65772102,121.06368109,1.2100000381469727,269.79998779296875,103,9
1562896318823,14.65772102,121.06368109,1.2100000381469727,269.79998779296875,103,9
1562896319339,14.65772273,121.0636796,0.3700000047683716,269,102,9
1562896319358,14.65772273,121.0636796,0.3700000047683716,269,102,9
1562896320336,14.65772463,121.06368149,0.3100000023841858,269,102,9
1562896320358,14.65772463,121.06368149,0.3100000023841858,269,102,9
1562896321339,14.65772575,121.06368161,0.46000000834465027,261.3999938964844,101,9
1562896321363,14.65772575,121.06368161,0.46000000834465027,261.3999938964844,101,9
1562896322337,14.65772805,121.06368119,0.46000000834465027,262.1000061035156,99,9
1562896322361,14.65772805,121.06368119,0.46000000834465027,262.1000061035156,99,9
1562896323338,14.65773124,121.06368385,0.28999999165534973,243.10000610351562,98,9
1562896323369,14.65773124,121.06368385,0.28999999165534973,243.10000610351562,98,9
1562896324337,14.65773206,121.06368723,0.30000001192092896,213.89999389648438,97,9
1562896324365,14.65773206,121.06368723,0.30000001192092896,213.89999389648438,97,9
1562896325358,14.65773235,121.06369188,0.30000001192092896,169.89999389648438,96,9
1562896325334,14.65773235,121.06369188,0.30000001192092896,169.89999389648438,96,9
1562896326372,14.6577378,121.06370379,0,,97,9
1562896326402,14.6577378,121.06370379,0,,97,9
1562896327339,14.6577421,121.0637071,0,,97,9
1562896327365,14.6577421,121.0637071,0,,97,9
1562896328341,14.65774398,121.06370609,0,,98,9
1562896328367,14.65774398,121.06370609,0,,98,9
1562896329345,14.65773911,121.06368776,2.3299999237060547,246,97,9
1562896329370,14.65773911,121.06368776,2.3299999237060547,246,97,9
1562896330341,14.65773311,121.06366728,1.6299999952316284,257.8999938964844,99,9
1562896330366,14.65773311,121.06366728,1.6299999952316284,257.8999938964844,99,9
1562896331343,14.65772569,121.06363182,4.519999980926514,261.29998779296875,98,9
1562896331369,14.65772569,121.06363182,4.519999980926514,261.29998779296875,98,9
1562896332411,14.65771866,121.06358551,4.309999942779541,261.70001220703125,99,9
1562896332384,14.65771866,121.06358551,4.309999942779541,261.70001220703125,99,9
1562896333370,14.65771312,121.06353496,4.980000019073486,270.5,100,9
1562896333344,14.65771312,121.06353496,4.980000019073486,270.5,100,9
1562896334340,14.65771525,121.0634521,5.460000038146973,273.79998779296875,100,9
1562896334371,14.65771525,121.0634521,5.460000038146973,273.79998779296875,100,9
1562896335344,14.65771721,121.06337916,6.800000190734863,274.8999938964844,101,9
1562896335365,14.65771721,121.06337916,6.800000190734863,274.8999938964844,101,9
1562896336345,14.65772314,121.06331044,6.860000133514404,275.8999938964844,102,9
1562896336367,14.65772314,121.06331044,6.860000133514404,275.8999938964844,102,9
1562896337376,14.6577364,121.06323983,7.230000019073486,273.79998779296875,102,9
1562896337400,14.6577364,121.06323983,7.230000019073486,273.79998779296875,102,9
1562896338343,14.65774204,121.06317334,7.079999923706055,272,102,9
1562896338369,14.65774204,121.06317334,7.079999923706055,272,102,9
1562896338828,14.65774204,121.06317334,7.079999923706055,272,102,9
1562896338850,14.65774204,121.06317334,7.079999923706055,272,102,9
1562896339337,14.6577389,121.0631001,7.25,271.29998779296875,101,9
1562896339367,14.6577389,121.0631001,7.25,271.29998779296875,101,9
1562896340343,14.65773263,121.06302749,7.550000190734863,269.79998779296875,101,9
1562896340364,14.65773263,121.06302749,7.550000190734863,269.79998779296875,101,9
1562896341350,14.6577378,121.06295221,7.699999809265137,271.5,101,9
1562896341380,14.6577378,121.06295221,7.699999809265137,271.5,101,9
1562896342344,14.65774638,121.06287931,7.21999979019165,273.8999938964844,102,9
1562896342372,14.65774638,121.06287931,7.21999979019165,273.8999938964844,102,9
1562896343344,14.65775442,121.06281135,6.900000095367432,273.70001220703125,101,9
1562896343376,14.65775442,121.06281135,6.900000095367432,273.70001220703125,101,9
1562896344346,14.65775493,121.06275136,6.119999885559082,272.70001220703125,102,9
1562896344379,14.65775493,121.06275136,6.119999885559082,272.70001220703125,102,9
1562896345341,14.65775664,121.0627069,5.230000019073486,268.70001220703125,102,9
1562896345368,14.65775664,121.0627069,5.230000019073486,268.70001220703125,102,9
1562896346345,14.65775521,121.06266659,4.760000228881836,269.6000061035156,102,9
1562896346374,14.65775521,121.06266659,4.760000228881836,269.6000061035156,102,9
1562896347344,14.65775433,121.06262129,4.739999771118164,269.20001220703125,101,10
1562896347370,14.65775433,121.06262129,4.739999771118164,269.20001220703125,101,10
1562896348344,14.6577221,121.06258111,4.239999771118164,253,101,10
1562896348372,14.6577221,121.06258111,4.239999771118164,253,101,10
1562896349371,14.65774353,121.06257288,2.759999990463257,262.6000061035156,101,10
1562896349343,14.65774353,121.06257288,2.759999990463257,262.6000061035156,101,10
1562896350349,14.65774411,121.06257971,0.4699999988079071,268.6000061035156,101,9
