_id,uuid,time,latitude,longitude,altitude,client ip
ObjectId("5d22ea804c62602e3b146e76"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569343941,14.6481492,121.0672104,,175.176.17.146
ObjectId("5d22ea814c62602e3b146e78"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569344997,14.6480572,121.067243,,175.176.17.146
ObjectId("5d22ea824c62602e3b146e7a"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569345989,14.6479747,121.0676346,124.79999542236328,175.176.17.146
ObjectId("5d22ea834c62602e3b146e7c"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569346980,14.6477461,121.067707,,175.176.17.146
ObjectId("5d22ea844c62602e3b146e7e"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569347982,14.6478551,121.0677862,124.79999542236328,175.176.17.146
ObjectId("5d22ea854c62602e3b146e80"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569348988,14.6474689,121.0677904,,175.176.17.146
ObjectId("5d22ea864c62602e3b146e82"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569349999,14.6473059,121.0677922,124.19999694824219,175.176.17.146
ObjectId("5d22ea874c62602e3b146e84"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569351011,14.647377,121.0678169,124.79999542236328,175.176.17.146
ObjectId("5d22ea884c62602e3b146e86"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569351996,14.6471956,121.0678063,120.9000015258789,175.176.17.146
ObjectId("5d22ea894c62602e3b146e88"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569353012,14.6476303,121.0678584,124.79999542236328,175.176.17.146
ObjectId("5d22ea8a4c62602e3b146e8a"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569354016,14.647668,121.0678741,124.79999542236328,175.176.17.146
ObjectId("5d22ea8b4c62602e3b146e8c"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569355019,14.6477486,121.0678657,124.79999542236328,175.176.17.146
