33,5.727043537139893,1583026894148,121.06867650953372,14.649816097235053
34,5.693464545249939,1583026896349,121.06866937048882,14.649837079336427
33,5.727043537139893,1583026894148,121.06867650953372,14.649816097235053
34,5.5233195104599,1583026902429,121.06862684288554,14.649952179877415
33,5.727043537139893,1583026894148,121.06867650953372,14.649816097235053
34,5.502428440093994,1583026908744,121.06856070942511,14.650155700239846
34,5.820818690299988,1583026913130,121.06848762558053,14.650383160738821
34,6.237067607879639,1583026919427,121.06842904701799,14.650661194953216
34,6.237067607879639,1583026919427,121.06842904701799,14.650661194953216
35,6.282295373916626,1583026925447,121.06843449313902,14.650830445379214
34,6.237067607879639,1583026919427,121.06842904701799,14.650661194953216
35,6.173063663482666,1583026930735,121.06843852492291,14.65100330013544
35,6.173063663482666,1583026930735,121.06843852492291,14.65100330013544
35,5.999572781562805,1583026944867,121.06857074991139,14.651514726005551
35,6.021945742607117,1583026945975,121.06857205775256,14.65155284595255
35,6.021945742607117,1583026945975,121.06857205775256,14.65155284595255
36,6.145593909263611,1583026953333,121.06861567127446,14.65187645020211
36,6.220428852081299,1583026961865,121.0686750737428,14.652224862727127
36,6.051701811790466,1583026967380,121.06866069665752,14.652361319494114
36,5.6791458406448365,1583026972824,121.06871648601185,14.652407227639793
37,5.6791458406448365,1583026972824,121.06871648601185,14.652407227639793
36,5.553635863304138,1583026974992,121.06875249689838,14.652413242130388
37,5.401972321510315,1583026979409,121.06885126720556,14.652402996365598
36,5.553635863304138,1583026974992,121.06875249689838,14.652413242130388
37,5.46580591583252,1583026984982,121.06906026727859,14.652376981885729
37,5.546742943763733,1583026990558,121.06919731907263,14.652363379805527
37,5.288406161308289,1583026996012,121.06926015891028,14.652382769515512
37,4.6564524450302125,1583026999166,121.06929600904799,14.652410867386816
37,4.435554442644119,1583027006286,121.06930950576226,14.652440378918966
37,4.435554442644119,1583027006286,121.06930950576226,14.652440378918966
37,4.473563341140747,1583027016474,121.0693803161003,14.652411850661842
37,4.291029078602791,1583027024577,121.06935426461384,14.652416126537776
37,4.270837655007839,1583027026790,121.06935067483532,14.652415969292374
37,4.270837655007839,1583027026790,121.06935067483532,14.652415969292374
37,4.333782998561859,1583027043873,121.06935166232144,14.652433710627957
37,4.333782998561859,1583027043873,121.06935166232144,14.652433710627957
37,4.819537428855896,1583027057929,121.06961953313103,14.652393147662337
38,4.980570045948029,1583027059002,121.0697776349371,14.652380938949374
37,4.819537428855896,1583027057929,121.06961953313103,14.652393147662337
38,5.756129769325256,1583027065394,121.06987930301021,14.652442342768902
37,4.819537428855896,1583027057929,121.06961953313103,14.652393147662337
38,5.943690566062927,1583027067534,121.06995166999111,14.652397532318872
38,5.983822850227356,1583027073702,121.0699963425149,14.652420172700467
