2020-02-27 15:14:57.484811,13
2020-02-27 15:14:58.893633,13
2020-02-27 15:15:00.095664,13
2020-02-27 15:15:01.281467,13
2020-02-27 15:15:02.695407,13
2020-02-27 15:15:03.892524,13
2020-02-27 15:15:05.110756,13
2020-02-27 15:15:06.304171,12
2020-02-27 15:15:07.497788,12
2020-02-27 15:15:08.695117,12
2020-02-27 15:15:09.871481,12
2020-02-27 15:15:11.063964,12
2020-02-27 15:15:12.250153,12
2020-02-27 15:15:13.454806,12
2020-02-27 15:15:14.649904,12
2020-02-27 15:15:15.862930,12
2020-02-27 15:15:17.053926,12
2020-02-27 15:15:18.246037,12
2020-02-27 15:15:19.430416,12
2020-02-27 15:15:20.646554,12
2020-02-27 15:15:21.830567,12
2020-02-27 15:15:23.009391,12
2020-02-27 15:15:25.216336,12
2020-02-27 15:15:26.396440,12
2020-02-27 15:15:27.577104,12
2020-02-27 15:15:28.762976,12
2020-02-27 15:15:29.946492,12
2020-02-27 15:15:31.132559,12
2020-02-27 15:15:32.316117,12
2020-02-27 15:15:33.519158,12
2020-02-27 15:15:34.950462,12
2020-02-27 15:15:36.128725,12
2020-02-27 15:15:37.313012,12
2020-02-27 15:15:38.507909,12
2020-02-27 15:15:39.691135,12
2020-02-27 15:15:40.877895,12
2020-02-27 15:15:42.096699,12
2020-02-27 15:15:43.310091,12
2020-02-27 15:15:44.536013,12
2020-02-27 15:15:45.749210,12
2020-02-27 15:15:46.930867,12
2020-02-27 15:15:48.135387,12
2020-02-27 15:15:49.311623,13
2020-02-27 15:15:50.496401,13
2020-02-27 15:15:52.734828,13
2020-02-27 15:15:53.918412,13
2020-02-27 15:15:55.115248,13
2020-02-27 15:15:56.308160,12
2020-02-27 15:15:57.709166,12
2020-02-27 15:15:58.908482,12
2020-02-27 15:16:00.108340,12
2020-02-27 15:16:01.293619,12
2020-02-27 15:16:02.482356,12
2020-02-27 15:16:03.674548,12
2020-02-27 15:16:04.909297,12
2020-02-27 15:16:06.127609,12
2020-02-27 15:16:07.323833,12
2020-02-27 15:16:08.494803,12
2020-02-27 15:16:09.701849,12
2020-02-27 15:16:10.881071,12
2020-02-27 15:16:12.095257,12
2020-02-27 15:16:13.267547,12
2020-02-27 15:16:14.460691,12
2020-02-27 15:16:15.665665,12
2020-02-27 15:16:16.887622,12
2020-02-27 15:16:18.113656,12
2020-02-27 15:16:19.317650,12
2020-02-27 15:16:20.501002,12
2020-02-27 15:16:21.694755,11
2020-02-27 15:16:22.892870,11
